"",customerid,churn_probability
6796,8080-POTJR,0.108530
6797,6906-MPARY,0.177736
6798,3662-FXJFO,0.006041
6799,8107-RZLNV,0.160550
6800,0516-OOHAR,0.046447
6801,2027-CWDNU,0.144431
6802,9912-OMZDS,0.052918
6803,3733-ZEECP,0.186187
6804,7878-RTCZG,0.242289
6805,2452-MRMZF,0.005064
6806,7103-IPXPJ,0.216685
6807,4342-HFXWS,0.043142
6808,3545-CNWRG,0.364766
6809,1785-BPHTP,0.087072
6810,4989-LIXVT,0.430076
6811,7315-WYOAW,0.448216
6812,1173-XZPYF,0.711107
6813,2509-TFPJU,0.003748
6814,9530-GRMJG,0.006297
6815,6898-RBTLU,0.005765
6816,5481-NTDOH,0.276765
6817,2068-WWXQZ,0.006002
6818,2061-VVFST,0.052556
6819,0749-IRGQE,0.449871
6820,2380-DAMQP,0.054584
6821,2256-YLYLP,0.003910
6822,1272-ILHFG,0.021275
6823,0164-XAIRP,0.021162
6824,5666-CYCYZ,0.543636
6825,4011-ARPHK,0.154495
6826,6365-HITVU,0.004104
6827,7558-IMLMT,0.003119
6828,9488-FYQAU,0.196064
6829,3590-TCXTB,0.240069
6830,6994-KERXL,0.579580
6831,1960-UOTYM,0.007302
6832,2740-JFBOK,0.218822
6833,6500-JVEGC,0.083377
6834,5245-VDBUR,0.057750
6835,8469-SNFFH,0.048855
6836,2144-ESWKO,0.039939
6837,1241-FPMOF,0.004931
6838,9928-BZVLZ,0.067594
6839,4114-QMKVN,0.044026
6841,9003-CPATH,0.318838
6842,1754-GKYPY,0.552322
6843,7956-XQWGU,0.066101
6844,1591-MQJTP,0.175806
6845,2369-FEVNO,0.284742
6846,7471-MQPOS,0.006532
6847,5115-SQAAU,0.003249
6848,9845-QOMAD,0.021762
6849,7672-VFMXZ,0.119455
6850,9739-JLPQJ,0.007137
6851,9916-AYHTC,0.005010
6852,3855-ONCAR,0.541599
6853,1488-SYSFC,0.044943
6854,0970-QXPXW,0.242300
6855,3259-KNMRR,0.059352
6856,6120-RJKLU,0.027433
6857,9572-WUKSB,0.516454
6858,5893-KCLGT,0.002913
6859,0076-LVEPS,0.121386
6860,3640-JQGJG,0.182872
6861,1596-OQSPS,0.287710
6862,9867-XOBQA,0.010834
6863,9546-KDTRB,0.084545
6864,3174-RKMOW,0.380892
6865,1760-CAZHT,0.036722
6866,8441-SHIPE,0.005083
6867,1320-GVNHT,0.011262
6868,1047-RNXZV,0.006465
6869,3541-ZNUHK,0.202537
6870,8725-JEDFD,0.412805
6871,7562-UXTPG,0.622823
6872,8071-SBTRN,0.061478
6873,6668-CNMFP,0.079036
6874,5626-MGTUK,0.487432
6875,5681-LLOEI,0.019471
6876,8212-DJRCH,0.312098
6877,4323-OHFOW,0.188233
6878,4933-BSAIP,0.008554
6879,2030-BTZRO,0.014872
6880,1116-DXXDF,0.140599
6881,6563-VNPMN,0.140605
6882,2267-WTPYD,0.306933
6883,0270-THENM,0.003640
6884,4707-MAXGU,0.003751
6885,2710-WYVXG,0.044840
6886,6300-BWMJX,0.289218
6887,7009-LGECI,0.249394
6888,5022-KVDQT,0.533958
6889,7976-CICYS,0.189612
6890,1036-GUDCL,0.106592
6891,2005-DWQZJ,0.011138
6892,8148-WOCMK,0.009405
6893,7815-PDTHL,0.012138
6894,9173-IVZVP,0.003321
6895,9129-UXERG,0.536512
6896,3635-JBPSG,0.238724
6897,7964-ZRKKG,0.175204
6898,6229-LSCKB,0.725956
6899,1724-IQWNM,0.183966
6900,8217-QYOHV,0.242078
6901,5546-QUERU,0.059559
6902,6897-UUBNU,0.337946
6903,6127-IYJOZ,0.565004
6904,8930-XOTDP,0.179710
6905,5916-QEWPT,0.522638
6906,5060-TQUQN,0.332421
6907,0531-XBKMM,0.003503
6908,8465-SBRXP,0.029081
6909,2408-PSJVE,0.017479
6910,9700-ZCLOT,0.235507
6911,8738-JOKAR,0.063936
6912,4534-WGCIR,0.003195
6913,1930-WNXSB,0.065880
6914,3508-CFVZL,0.038124
6915,0657-DOGUM,0.066118
6916,8792-AOROI,0.063019
6917,5146-YYFRZ,0.003660
6918,3452-SRFEG,0.401185
6919,4070-OKWVH,0.314066
6920,5297-MDOIR,0.086708
6921,6369-MCAKO,0.006807
6922,4926-UMJZD,0.139806
6923,6848-HJTXY,0.003906
6924,6341-AEVKX,0.267802
6925,0682-USIXD,0.501048
6926,6976-BWGLQ,0.002937
6927,7078-NVFAM,0.138949
6928,8065-QBYTO,0.036721
6929,2133-TSRRM,0.307969
6930,2511-ALLCS,0.005103
6931,3191-CSNMG,0.579653
6932,7952-OBOYL,0.650751
6933,7470-DYNOE,0.112563
6934,7853-OETYL,0.416125
6935,1545-ACTAS,0.036563
6936,5126-RCXYW,0.003255
6937,2363-BJLSL,0.089798
6938,1956-YIFGE,0.076623
6939,7921-LMDFQ,0.240446
6940,2925-MXLSX,0.136140
6941,5820-PTRYM,0.059914
6942,9609-BENEA,0.147471
6943,6211-WHMYA,0.089763
6944,4459-BBGHE,0.157443
6945,9945-PSVIP,0.007782
6946,9108-EJFJP,0.404724
6947,0530-IJVDB,0.011872
6948,0508-SQWPL,0.003547
6949,2215-ZAFGX,0.712617
6950,8213-TAZPM,0.026853
6951,1304-SEGFY,0.080605
6952,7242-EDTYC,0.003499
6953,2904-GGUAZ,0.024669
6954,5136-GFPMB,0.272592
6955,2595-KIWPV,0.004463
6956,5243-SAOTC,0.376651
6957,9398-MMQTO,0.569726
6958,7619-PLRLP,0.062816
6959,6508-NJYRO,0.046932
6960,4710-NKCAW,0.130385
6961,5306-BVTKJ,0.007074
6962,0357-NVCRI,0.035648
6963,2371-KFUOG,0.088905
6964,0463-ZSDNT,0.358586
6965,6257-DTAYD,0.133306
6966,4616-ULAOA,0.016225
6967,7746-AWNQW,0.170413
6968,5996-EBTKM,0.004176
6969,2758-RNWXS,0.150388
6970,2314-TNDJQ,0.003634
6971,2405-LBMUW,0.044210
6972,3454-JFUBC,0.004265
6973,9039-ZVJDC,0.273456
6974,9013-AQORL,0.091725
6975,2898-MRKPI,0.023449
6976,2750-BJLSB,0.271383
6977,3648-GZPHF,0.020368
6978,2075-RMJIK,0.172257
6979,9588-YRFHY,0.006404
6980,9364-YKUVW,0.109347
6981,5392-AKEMH,0.352255
6982,2451-YMUXS,0.009448
6983,3914-FDRHP,0.598835
6984,3078-ZKNTS,0.013382
6985,1024-KPRBB,0.242767
6986,4690-PKDQG,0.543562
6987,9547-ITEFG,0.533549
6988,1264-FUHCX,0.116642
6989,7789-CRUVC,0.215514
6990,6598-KELSS,0.046008
6991,9972-VAFJJ,0.216602
6992,0422-UXFAP,0.291799
6993,1904-WAJAA,0.013402
6994,5130-YPIRV,0.012524
6995,2843-CQMEG,0.249255
6996,6439-PKTRR,0.004570
6997,5351-QESIO,0.181929
6998,5568-DMXZS,0.392432
6999,8468-FZTOE,0.004916
7000,6633-SYEUS,0.355790
7001,6447-GORXK,0.100029
7002,6967-PEJLL,0.027493
7003,5981-ZVXOT,0.367156
7004,1684-FLBGS,0.043734
7005,1389-WNUIB,0.064698
7006,0376-OIWME,0.483833
7007,0218-QNVAS,0.017119
7008,0804-YGEQV,0.016492
7009,7164-BPTUT,0.005094
7010,2523-EWWZL,0.476756
7011,0928-XUTSN,0.682495
7012,0052-YNYOT,0.014533
7013,9586-JGQKH,0.190452
7014,4501-VCPFK,0.161908
7015,6075-SLNIL,0.458747
7016,9347-AERRL,0.031787
7017,2274-XUATA,0.017459
7018,6691-CCIHA,0.023912
7019,1685-BQULA,0.464705
7020,9053-EJUNL,0.475161
7021,0666-UXTJO,0.453001
7022,1471-GIQKQ,0.498095
7023,4807-IZYOZ,0.005269
7024,9710-NJERN,0.007589
7025,9837-FWLCH,0.118479
7026,7203-OYKCT,0.190847
7027,1035-IPQPU,0.511328
7028,7398-LXGYX,0.299765
7029,2823-LKABH,0.539517
7030,0550-DCXLH,0.308011
7031,9281-CEDRU,0.030880
7032,2235-DWLJU,0.510160
7033,0871-OPBXW,0.281816
7034,3605-JISKB,0.053394
7035,9767-FFLEM,0.348337
7036,8456-QDAVC,0.478309
7037,7750-EYXWZ,0.265288
7038,2569-WGERO,0.003946
7039,6840-RESVB,0.064818
7040,2234-XADUH,0.023305
7041,4801-JZAZL,0.212181
7042,3186-AJIEK,0.155373
